source_category,backend,study_dir,combo,support,generalization_status,comparison_generalization_status,effective_condition_number,drivers,primary_driver,matrix_path,metrics_path,abs_heatmap_path,signed_heatmap_path,heatmap_status
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | next_raw_state | lasso_affine | stratified,partial,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | next_raw_state | ols_affine | pooled,unsupported,not_generalized,not_generalized,2401622636.7944126,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | next_raw_state | ols_affine | stratified,partial,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | next_raw_state | ridge_affine | pooled,partial,not_generalized,not_generalized,2401622636.7944126,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | next_raw_state | ridge_affine | stratified,partial,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__next_raw_state__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | selected_state_subset | lasso_affine | pooled,partial,not_generalized,not_generalized,2401622636.7944126,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | selected_state_subset | lasso_affine | stratified,unsupported,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | selected_state_subset | ols_affine | pooled,partial,not_generalized,not_generalized,2401622636.7944126,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | selected_state_subset | ols_affine | stratified,partial,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | selected_state_subset | ridge_affine | pooled,partial,not_generalized,not_generalized,2401622636.7944126,feature_collinearity; mode_mixture,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | selected_state_subset | ridge_affine | stratified,partial,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__selected_state_subset__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | window_summary_response | lasso_affine | pooled,partial,not_generalized,not_generalized,2401622636.7944126,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | window_summary_response | lasso_affine | stratified,unsupported,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | window_summary_response | ols_affine | pooled,unsupported,not_generalized,not_generalized,2401622636.7944126,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | window_summary_response | ols_affine | stratified,partial,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | window_summary_response | ridge_affine | pooled,partial,not_generalized,not_generalized,2401622636.7944126,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__pooled/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation,full_augmented | window_summary_response | ridge_affine | stratified,partial,not_generalized,not_generalized,796445655.372184,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__stratified/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_070802_ardupilot_real_generalization_ablation/fits/full_augmented__window_summary_response__stratified/ridge_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | delta_state | lasso_affine | pooled,unsupported,not_generalized,not_generalized,17205387.94259936,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__pooled/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__pooled/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | delta_state | lasso_affine | stratified,unsupported,not_generalized,not_generalized,3747974.1805103584,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__stratified/lasso_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__stratified/lasso_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | delta_state | ols_affine | pooled,unsupported,not_generalized,not_generalized,17205387.94259936,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__pooled/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__pooled/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | delta_state | ols_affine | stratified,unsupported,not_generalized,not_generalized,3747974.1805103584,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__stratified/ols_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__stratified/ols_affine/metrics.json,,,missing
ardupilot_partial_not_generalized_state_evolution,ardupilot,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix,commands_plus_state | delta_state | ridge_affine | pooled,unsupported,not_generalized,not_generalized,17205387.94259936,feature_collinearity,feature_collinearity,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__pooled/ridge_affine/matrix_f.csv,/mnt/nvme/autopilot_lab/artifacts/studies/20260413_091420_ardupilot_generalization_diagnostic_matrix/fits/commands_plus_state__delta_state__pooled/ridge_affine/metrics.json,,,missing
